Genre_1,Genre_2,Genre_3,Shirt,Shoes,Sweater,Pants,Accessories
Acoustic,World Music,Punk,Casual Tee,Formal Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Jazz,Experimental,Latin,Silk Shirt,Classic Loafers,Casual Blazer,Slacks,Pocket Square
World Music,Latin,Easy Listening,Generic Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Generic Accessory
Country,Punk,Pop,Denim Vest,Cowboy Boots,Knit Sweater,Denim Overalls,Cowboy Hat
Classical,Dance,Country,Formal Shirt,Elegant Loafers,Vest,Tailored Pants,Silk Scarf
Soul/R&B,Hip Hop/Rap,Acoustic,Generic Shirt,Casual Sneakers,Casual Hoodie,Casual Jeans,Casual Hat
World Music,Jazz,Easy Listening,Formal Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Soul/R&B,Classical,Folk,Formal Shirt,Formal Shoes,Generic Sweater,Generic Pants,Formal Tie
Country,Instrumental,Indie,Denim Vest,Cowboy Boots,Country Cardigan,Bootcut Jeans,Cowboy Hat
Instrumental,Jazz,Country,Formal Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Casual Hat
Electronic,Country,Vocal,LED Jacket,Light-up Shoes,Futuristic Sweater,Futuristic Trousers,Glowing Bracelet
Electronic,Rock,Folk,Futuristic Hoodie,Light-up Shoes,Futuristic Sweater,Futuristic Trousers,Glowing Bracelet
Indie,Punk,Jazz,Formal Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Casual Hat
Rock,Metal,Jazz,Band Tee,Leather Boots,Rock Band Hoodie,Ripped Jeans,Leather Bracelet
Acoustic,Easy Listening,Reggae,Formal Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Formal Tie
Vocal,Easy Listening,Indie,Generic Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Formal Tie
Instrumental,Jazz,Dance,Generic Shirt,Formal Shoes,Formal Jacket,Generic Pants,Generic Accessory
Electronic,Pop,Jazz,Futuristic Hoodie,Light-up Shoes,Electronic Band Hoodie,LED Pants,Glowing Bracelet
Hip Hop/Rap,Metal,Classical,Generic Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Formal Tie
Dance,Soul/R&B,Rock,Casual Tee,Generic Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Latin,Metal,Indie,Generic Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Casual Hat
Classical,Country,Hip Hop/Rap,Formal Shirt,Classic Shoes,Formal Jacket,Formal Trousers,Silk Scarf
Ambient,Instrumental,World Music,Generic Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Generic Accessory
Hip Hop/Rap,Electronic,World Music,Casual Tee,Casual Sneakers,Casual Hoodie,Formal Trousers,Formal Tie
Metal,Soul/R&B,World Music,Generic Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Casual Hat
Soul/R&B,Rock,Blues,Formal Shirt,Casual Sneakers,Formal Jacket,Casual Jeans,Casual Hat
Indie,Easy Listening,Punk,Generic Shirt,Formal Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Electronic,Classical,Dance,LED Jacket,Light-up Shoes,Futuristic Sweater,LED Pants,Glowing Bracelet
Blues,Dance,Indie,Casual Tee,Generic Shoes,Formal Jacket,Formal Trousers,Formal Tie
Indie,Ambient,Latin,Formal Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Formal Tie
Dance,Vocal,Experimental,Generic Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Casual Hat
Dance,Acoustic,Jazz,Casual Tee,Casual Sneakers,Generic Sweater,Casual Jeans,Casual Hat
Experimental,Instrumental,Easy Listening,Formal Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Electronic,Blues,Reggae,LED Jacket,Glowing Sneakers,Futuristic Sweater,Futuristic Trousers,LED Necklace
Classical,Country,Electronic,Blazer,Classic Shoes,Vest,Formal Trousers,Cufflinks
Folk,Dance,Experimental,Formal Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Casual Hat
Rock,Latin,Dance,Band Tee,Studded Sneakers,Rock Band Hoodie,Leather Pants,Choker
Acoustic,Experimental,Latin,Generic Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Generic Accessory
Country,Easy Listening,Dance,Plaid Shirt,Cowboy Boots,Country Cardigan,Denim Overalls,Bolo Tie
Indie,Ambient,Classical,Formal Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Formal Tie
Jazz,Dance,Other,Silk Shirt,Suede Shoes,Jazz Club Hoodie,Chinos,Pocket Square
Blues,Instrumental,Rock,Casual Tee,Casual Sneakers,Casual Hoodie,Generic Pants,Generic Accessory
Rock,Blues,Ambient,Leather Jacket,Leather Boots,Rock Band Hoodie,Leather Pants,Leather Bracelet
Acoustic,Country,Dance,Casual Tee,Casual Sneakers,Casual Hoodie,Formal Trousers,Casual Hat
Rock,Ambient,Reggae,Band Tee,Studded Sneakers,Rock Band Hoodie,Ripped Jeans,Choker
Instrumental,Pop,Reggae,Generic Shirt,Casual Sneakers,Formal Jacket,Casual Jeans,Casual Hat
Punk,Easy Listening,Pop,Generic Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Vocal,Acoustic,Latin,Casual Tee,Generic Shoes,Formal Jacket,Formal Trousers,Generic Accessory
Classical,Pop,Electronic,Blazer,Classic Shoes,Formal Jacket,Tailored Pants,Silk Scarf
Electronic,Folk,Ambient,LED Jacket,Light-up Shoes,Electronic Band Hoodie,Futuristic Trousers,LED Necklace
Experimental,Reggae,Easy Listening,Generic Shirt,Casual Sneakers,Formal Jacket,Generic Pants,Formal Tie
Ambient,Hip Hop/Rap,Classical,Generic Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Formal Tie
Folk,Jazz,Reggae,Generic Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Pop,Other,Classical,Casual Tee,Generic Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Reggae,Indie,Hip Hop/Rap,Formal Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Vocal,Latin,Hip Hop/Rap,Generic Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Generic Accessory
Experimental,Hip Hop/Rap,Indie,Generic Shirt,Casual Sneakers,Casual Hoodie,Formal Trousers,Casual Hat
Hip Hop/Rap,Other,Dance,Generic Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Folk,Blues,Soul/R&B,Generic Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Casual Hat
Jazz,Dance,Reggae,Silk Shirt,Suede Shoes,Jazz Club Hoodie,Slacks,Fedora Hat
Instrumental,Blues,Acoustic,Casual Tee,Formal Shoes,Generic Sweater,Casual Jeans,Formal Tie
Folk,Jazz,Punk,Formal Shirt,Casual Sneakers,Formal Jacket,Generic Pants,Formal Tie
Pop,Dance,World Music,Formal Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Casual Hat
Electronic,Soul/R&B,Indie,Neon Tee,Glowing Sneakers,Futuristic Sweater,LED Pants,LED Necklace
Experimental,Country,Pop,Formal Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Generic Accessory
Electronic,Country,Latin,LED Jacket,Glowing Sneakers,Futuristic Sweater,Futuristic Trousers,LED Necklace
Ambient,Blues,Pop,Generic Shirt,Generic Shoes,Formal Jacket,Generic Pants,Formal Tie
Jazz,Other,Classical,Vintage Shirt,Classic Loafers,Jazz Club Hoodie,Chinos,Fedora Hat
Metal,Soul/R&B,Pop,Casual Tee,Generic Shoes,Generic Sweater,Casual Jeans,Formal Tie
Easy Listening,Folk,Ambient,Generic Shirt,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Ambient,Jazz,Rock,Casual Tee,Formal Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Rock,Reggae,Soul/R&B,Band Tee,Leather Boots,Denim Jacket,Leather Pants,Leather Bracelet
World Music,Other,Punk,Formal Shirt,Generic Shoes,Formal Jacket,Generic Pants,Generic Accessory
Hip Hop/Rap,Blues,Pop,Formal Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Formal Tie
Indie,Jazz,Instrumental,Casual Tee,Generic Shoes,Casual Hoodie,Casual Jeans,Formal Tie
Dance,Jazz,Pop,Formal Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Formal Tie
World Music,Instrumental,Punk,Generic Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Casual Hat
Easy Listening,Vocal,Instrumental,Casual Tee,Casual Sneakers,Generic Sweater,Formal Trousers,Generic Accessory
Rock,Instrumental,Blues,Leather Jacket,Studded Sneakers,Denim Jacket,Ripped Jeans,Leather Bracelet
Ambient,Dance,Punk,Generic Shirt,Formal Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Punk,Reggae,Easy Listening,Formal Shirt,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Latin,Indie,Easy Listening,Generic Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Formal Tie
Instrumental,Vocal,Jazz,Generic Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Formal Tie
Blues,Instrumental,Latin,Casual Tee,Generic Shoes,Generic Sweater,Casual Jeans,Formal Tie
Reggae,Metal,Instrumental,Generic Shirt,Casual Sneakers,Formal Jacket,Formal Trousers,Formal Tie
Metal,Rock,Punk,Casual Tee,Generic Shoes,Formal Jacket,Casual Jeans,Casual Hat
Punk,Soul/R&B,World Music,Casual Tee,Casual Sneakers,Formal Jacket,Formal Trousers,Formal Tie
Easy Listening,Acoustic,Punk,Formal Shirt,Formal Shoes,Generic Sweater,Formal Trousers,Casual Hat
Other,Easy Listening,Experimental,Formal Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Punk,Dance,Rock,Formal Shirt,Formal Shoes,Formal Jacket,Generic Pants,Generic Accessory
Soul/R&B,Indie,Electronic,Casual Tee,Formal Shoes,Casual Hoodie,Casual Jeans,Casual Hat
World Music,Vocal,Other,Casual Tee,Generic Shoes,Generic Sweater,Casual Jeans,Casual Hat
Latin,Easy Listening,Vocal,Formal Shirt,Generic Shoes,Generic Sweater,Generic Pants,Formal Tie
Ambient,Easy Listening,Hip Hop/Rap,Casual Tee,Generic Shoes,Casual Hoodie,Generic Pants,Casual Hat
Pop,Acoustic,Dance,Casual Tee,Casual Sneakers,Generic Sweater,Casual Jeans,Generic Accessory
Country,Indie,Instrumental,Denim Vest,Rustic Loafers,Knit Sweater,Bootcut Jeans,Bolo Tie
Rock,Soul/R&B,Dance,Studded Vest,Leather Boots,Denim Jacket,Ripped Jeans,Choker
World Music,Country,Other,Formal Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Formal Tie
Metal,Ambient,Indie,Formal Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Casual Hat
Easy Listening,Blues,Indie,Casual Tee,Formal Shoes,Casual Hoodie,Formal Trousers,Casual Hat
Pop,Easy Listening,Jazz,Generic Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Instrumental,Pop,Jazz,Casual Tee,Formal Shoes,Casual Hoodie,Generic Pants,Formal Tie
Hip Hop/Rap,Easy Listening,Punk,Generic Shirt,Generic Shoes,Formal Jacket,Generic Pants,Generic Accessory
Indie,Easy Listening,Instrumental,Casual Tee,Formal Shoes,Formal Jacket,Casual Jeans,Casual Hat
Easy Listening,Acoustic,Vocal,Casual Tee,Formal Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Country,Blues,Acoustic,Denim Vest,Rustic Loafers,Knit Sweater,Bootcut Jeans,Cowboy Hat
Ambient,Folk,Latin,Generic Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Formal Tie
Jazz,Dance,Electronic,Vintage Shirt,Classic Loafers,Casual Blazer,Slacks,Fedora Hat
Folk,Other,Classical,Casual Tee,Casual Sneakers,Generic Sweater,Casual Jeans,Formal Tie
Other,Blues,Hip Hop/Rap,Formal Shirt,Casual Sneakers,Casual Hoodie,Casual Jeans,Casual Hat
Indie,Experimental,Jazz,Casual Tee,Formal Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Dance,Soul/R&B,Hip Hop/Rap,Generic Shirt,Formal Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Punk,Pop,Experimental,Formal Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Casual Hat
Jazz,Other,Rock,Vintage Shirt,Suede Shoes,Casual Blazer,Chinos,Pocket Square
Country,Jazz,Punk,Plaid Shirt,Rustic Loafers,Country Cardigan,Bootcut Jeans,Bolo Tie
Classical,Blues,Vocal,Blazer,Elegant Loafers,Formal Jacket,Formal Trousers,Silk Scarf
Dance,Indie,Metal,Casual Tee,Formal Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Latin,Ambient,Pop,Formal Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Generic Accessory
Rock,Acoustic,Jazz,Leather Jacket,Studded Sneakers,Rock Band Hoodie,Ripped Jeans,Choker
Electronic,Jazz,Punk,Neon Tee,Light-up Shoes,Futuristic Sweater,Futuristic Trousers,Glowing Bracelet
Acoustic,Blues,Instrumental,Formal Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Generic Accessory
Instrumental,Classical,Reggae,Generic Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Acoustic,Rock,Blues,Formal Shirt,Generic Shoes,Formal Jacket,Generic Pants,Generic Accessory
Pop,Ambient,World Music,Formal Shirt,Casual Sneakers,Casual Hoodie,Casual Jeans,Generic Accessory
Folk,Jazz,Experimental,Formal Shirt,Generic Shoes,Generic Sweater,Generic Pants,Generic Accessory
Blues,Ambient,Folk,Generic Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Casual Hat
Punk,Folk,Vocal,Formal Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Folk,Blues,Vocal,Formal Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Acoustic,Pop,Dance,Formal Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Generic Accessory
Pop,Folk,Indie,Generic Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Formal Tie
Jazz,Dance,Vocal,Vintage Shirt,Suede Shoes,Jazz Club Hoodie,Chinos,Pocket Square
Classical,Blues,Jazz,Formal Shirt,Classic Shoes,Formal Jacket,Tailored Pants,Cufflinks
Electronic,Blues,Easy Listening,Futuristic Hoodie,Glowing Sneakers,Electronic Band Hoodie,Futuristic Trousers,Glowing Bracelet
Easy Listening,Jazz,Soul/R&B,Generic Shirt,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Folk,Reggae,World Music,Generic Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Casual Hat
Metal,Easy Listening,Dance,Casual Tee,Generic Shoes,Generic Sweater,Casual Jeans,Casual Hat
World Music,Folk,Other,Casual Tee,Formal Shoes,Casual Hoodie,Casual Jeans,Generic Accessory
Rock,Soul/R&B,Instrumental,Band Tee,Leather Boots,Rock Band Hoodie,Leather Pants,Choker
Other,Rock,Electronic,Formal Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Casual Hat
Electronic,Pop,Ambient,LED Jacket,Light-up Shoes,Electronic Band Hoodie,LED Pants,LED Necklace
Hip Hop/Rap,Latin,World Music,Formal Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Classical,Experimental,Dance,Blazer,Elegant Loafers,Formal Jacket,Tailored Pants,Cufflinks
Soul/R&B,Other,Blues,Formal Shirt,Casual Sneakers,Casual Hoodie,Formal Trousers,Generic Accessory
Dance,Folk,Blues,Formal Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Casual Hat
Folk,Classical,Country,Casual Tee,Casual Sneakers,Formal Jacket,Formal Trousers,Casual Hat
Vocal,Punk,Dance,Formal Shirt,Formal Shoes,Formal Jacket,Generic Pants,Formal Tie
Latin,Dance,Jazz,Casual Tee,Formal Shoes,Formal Jacket,Casual Jeans,Casual Hat
Experimental,Other,Ambient,Generic Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Casual Hat
Ambient,Experimental,Pop,Casual Tee,Formal Shoes,Generic Sweater,Generic Pants,Casual Hat
Hip Hop/Rap,World Music,Punk,Casual Tee,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Jazz,Vocal,Easy Listening,Vintage Shirt,Classic Loafers,Jazz Club Hoodie,Slacks,Pocket Square
Pop,Latin,Jazz,Generic Shirt,Casual Sneakers,Formal Jacket,Casual Jeans,Generic Accessory
Instrumental,Indie,Metal,Casual Tee,Formal Shoes,Formal Jacket,Generic Pants,Generic Accessory
Ambient,Jazz,Vocal,Formal Shirt,Casual Sneakers,Formal Jacket,Casual Jeans,Formal Tie
Ambient,Hip Hop/Rap,Blues,Formal Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Casual Hat
Latin,Vocal,Ambient,Generic Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Casual Hat
Acoustic,Instrumental,Other,Casual Tee,Generic Shoes,Formal Jacket,Formal Trousers,Casual Hat
Latin,Instrumental,Reggae,Casual Tee,Formal Shoes,Generic Sweater,Generic Pants,Generic Accessory
Reggae,Instrumental,Hip Hop/Rap,Generic Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Casual Hat
Reggae,Hip Hop/Rap,Vocal,Casual Tee,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Acoustic,Dance,Hip Hop/Rap,Formal Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Casual Hat
Instrumental,Country,Dance,Casual Tee,Formal Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Experimental,Folk,Easy Listening,Casual Tee,Generic Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Experimental,Instrumental,Vocal,Formal Shirt,Casual Sneakers,Casual Hoodie,Formal Trousers,Casual Hat
Soul/R&B,Rock,Other,Generic Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Casual Hat
Classical,Other,Experimental,Formal Shirt,Elegant Loafers,Vest,Formal Trousers,Silk Scarf
World Music,Latin,Easy Listening,Casual Tee,Casual Sneakers,Formal Jacket,Formal Trousers,Casual Hat
Metal,Vocal,Experimental,Casual Tee,Generic Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Folk,Other,Vocal,Casual Tee,Casual Sneakers,Generic Sweater,Generic Pants,Formal Tie
Other,Vocal,Pop,Generic Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Formal Tie
World Music,Electronic,Indie,Formal Shirt,Formal Shoes,Formal Jacket,Generic Pants,Generic Accessory
Acoustic,World Music,Country,Generic Shirt,Generic Shoes,Formal Jacket,Generic Pants,Casual Hat
Blues,Jazz,Vocal,Formal Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Casual Hat
Hip Hop/Rap,Folk,Other,Casual Tee,Formal Shoes,Casual Hoodie,Generic Pants,Formal Tie
World Music,Classical,Metal,Generic Shirt,Formal Shoes,Generic Sweater,Generic Pants,Generic Accessory
Hip Hop/Rap,Pop,Punk,Formal Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Generic Accessory
Reggae,Electronic,Instrumental,Generic Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Generic Accessory
Acoustic,Indie,Jazz,Casual Tee,Generic Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Rock,Latin,Folk,Leather Jacket,Leather Boots,Denim Jacket,Leather Pants,Leather Bracelet
Instrumental,Country,Folk,Formal Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Generic Accessory
World Music,Metal,Rock,Formal Shirt,Casual Sneakers,Formal Jacket,Generic Pants,Casual Hat
Hip Hop/Rap,Punk,Other,Formal Shirt,Generic Shoes,Generic Sweater,Generic Pants,Generic Accessory
Acoustic,Soul/R&B,Classical,Formal Shirt,Generic Shoes,Formal Jacket,Generic Pants,Generic Accessory
Punk,Latin,Ambient,Formal Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Casual Hat
Latin,Folk,Blues,Formal Shirt,Casual Sneakers,Formal Jacket,Generic Pants,Formal Tie
World Music,Electronic,Classical,Formal Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Vocal,Instrumental,Hip Hop/Rap,Formal Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Instrumental,Experimental,Hip Hop/Rap,Casual Tee,Generic Shoes,Generic Sweater,Casual Jeans,Casual Hat
Ambient,Reggae,Vocal,Casual Tee,Formal Shoes,Formal Jacket,Casual Jeans,Casual Hat
Acoustic,Instrumental,Rock,Formal Shirt,Casual Sneakers,Formal Jacket,Casual Jeans,Casual Hat
Folk,Instrumental,Country,Formal Shirt,Casual Sneakers,Formal Jacket,Casual Jeans,Generic Accessory
Vocal,Electronic,Country,Generic Shirt,Generic Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Hip Hop/Rap,Folk,World Music,Formal Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Generic Accessory
World Music,Easy Listening,Ambient,Generic Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Hip Hop/Rap,Metal,Jazz,Casual Tee,Casual Sneakers,Generic Sweater,Casual Jeans,Casual Hat
Country,Latin,Jazz,Denim Vest,Cowboy Boots,Country Cardigan,Bootcut Jeans,Bolo Tie
Other,Vocal,Easy Listening,Formal Shirt,Formal Shoes,Generic Sweater,Formal Trousers,Casual Hat
Punk,Other,Pop,Casual Tee,Generic Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Hip Hop/Rap,Latin,Punk,Generic Shirt,Generic Shoes,Generic Sweater,Generic Pants,Formal Tie
Ambient,Rock,Folk,Generic Shirt,Casual Sneakers,Formal Jacket,Generic Pants,Formal Tie
Blues,Indie,Reggae,Formal Shirt,Formal Shoes,Formal Jacket,Generic Pants,Formal Tie
Electronic,Country,Easy Listening,Futuristic Hoodie,Glowing Sneakers,Electronic Band Hoodie,Futuristic Trousers,LED Necklace
Easy Listening,Rock,Classical,Formal Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Casual Hat
Electronic,Soul/R&B,Dance,LED Jacket,Light-up Shoes,Futuristic Sweater,Futuristic Trousers,LED Necklace
Easy Listening,Acoustic,Ambient,Formal Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Folk,Country,Metal,Casual Tee,Casual Sneakers,Casual Hoodie,Casual Jeans,Casual Hat
Experimental,Other,Electronic,Casual Tee,Generic Shoes,Casual Hoodie,Formal Trousers,Casual Hat
Easy Listening,Country,Dance,Casual Tee,Casual Sneakers,Casual Hoodie,Formal Trousers,Casual Hat
Reggae,Rock,Metal,Casual Tee,Formal Shoes,Generic Sweater,Casual Jeans,Formal Tie
Reggae,Country,Indie,Generic Shirt,Generic Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Electronic,Indie,Metal,Neon Tee,Glowing Sneakers,Electronic Band Hoodie,Futuristic Trousers,LED Necklace
Classical,Indie,Acoustic,Blazer,Elegant Loafers,Vest,Tailored Pants,Silk Scarf
Indie,World Music,Hip Hop/Rap,Casual Tee,Generic Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Experimental,Latin,Blues,Casual Tee,Formal Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Soul/R&B,Classical,Latin,Generic Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Acoustic,Instrumental,Blues,Casual Tee,Generic Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Punk,Rock,World Music,Formal Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Latin,Rock,Hip Hop/Rap,Casual Tee,Casual Sneakers,Casual Hoodie,Formal Trousers,Formal Tie
Soul/R&B,Hip Hop/Rap,Easy Listening,Generic Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Formal Tie
Vocal,Instrumental,Country,Generic Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Formal Tie
Folk,Soul/R&B,Country,Generic Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Casual Hat
Ambient,Classical,Easy Listening,Casual Tee,Casual Sneakers,Generic Sweater,Casual Jeans,Formal Tie
Jazz,Pop,Soul/R&B,Silk Shirt,Suede Shoes,Casual Blazer,Slacks,Fedora Hat
Blues,Electronic,Soul/R&B,Formal Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Formal Tie
Easy Listening,Experimental,Country,Casual Tee,Formal Shoes,Casual Hoodie,Generic Pants,Formal Tie
Metal,Vocal,Acoustic,Generic Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Formal Tie
Country,Blues,Soul/R&B,Denim Vest,Rustic Loafers,Country Cardigan,Denim Overalls,Cowboy Hat
Dance,Folk,Instrumental,Casual Tee,Generic Shoes,Formal Jacket,Casual Jeans,Casual Hat
Jazz,Classical,Easy Listening,Silk Shirt,Classic Loafers,Jazz Club Hoodie,Chinos,Pocket Square
Other,Classical,Instrumental,Formal Shirt,Formal Shoes,Generic Sweater,Generic Pants,Formal Tie
Latin,Folk,Easy Listening,Casual Tee,Casual Sneakers,Formal Jacket,Generic Pants,Generic Accessory
Pop,Experimental,Acoustic,Casual Tee,Casual Sneakers,Casual Hoodie,Formal Trousers,Casual Hat
Vocal,Electronic,Soul/R&B,Formal Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Formal Tie
Punk,Pop,Instrumental,Formal Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Casual Hat
Country,Acoustic,Easy Listening,Plaid Shirt,Cowboy Boots,Country Cardigan,Bootcut Jeans,Bolo Tie
Pop,Dance,Acoustic,Generic Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Formal Tie
Experimental,Easy Listening,Metal,Casual Tee,Casual Sneakers,Generic Sweater,Generic Pants,Casual Hat
Instrumental,Country,Latin,Formal Shirt,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Jazz,Easy Listening,Metal,Vintage Shirt,Classic Loafers,Casual Blazer,Slacks,Fedora Hat
Dance,Vocal,Other,Formal Shirt,Casual Sneakers,Casual Hoodie,Casual Jeans,Casual Hat
Rock,Electronic,Pop,Leather Jacket,Studded Sneakers,Rock Band Hoodie,Ripped Jeans,Choker
Blues,Vocal,Acoustic,Casual Tee,Generic Shoes,Formal Jacket,Casual Jeans,Casual Hat
Hip Hop/Rap,Vocal,Easy Listening,Casual Tee,Casual Sneakers,Generic Sweater,Casual Jeans,Generic Accessory
Rock,Pop,Soul/R&B,Leather Jacket,Studded Sneakers,Rock Band Hoodie,Leather Pants,Choker
Easy Listening,Indie,Jazz,Formal Shirt,Casual Sneakers,Formal Jacket,Casual Jeans,Formal Tie
Ambient,Metal,Experimental,Casual Tee,Casual Sneakers,Generic Sweater,Generic Pants,Formal Tie
Other,Indie,Instrumental,Generic Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Casual Hat
Reggae,Hip Hop/Rap,Other,Formal Shirt,Casual Sneakers,Formal Jacket,Casual Jeans,Casual Hat
Vocal,Metal,Latin,Formal Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Casual Hat
Other,Electronic,Blues,Casual Tee,Casual Sneakers,Generic Sweater,Generic Pants,Casual Hat
Vocal,Rock,Jazz,Formal Shirt,Generic Shoes,Formal Jacket,Generic Pants,Formal Tie
Soul/R&B,Reggae,Rock,Casual Tee,Formal Shoes,Generic Sweater,Casual Jeans,Formal Tie
Hip Hop/Rap,Soul/R&B,Electronic,Casual Tee,Formal Shoes,Formal Jacket,Casual Jeans,Formal Tie
Rock,Country,Hip Hop/Rap,Leather Jacket,Studded Sneakers,Denim Jacket,Ripped Jeans,Choker
Acoustic,Experimental,Soul/R&B,Casual Tee,Casual Sneakers,Casual Hoodie,Generic Pants,Casual Hat
